,x,y,traj_id,active_state,active_energy
0,-1.0163113826221908,-0.4224087203406791,19,2,6.288929599717334
1,-1.0102138677239136,-0.4198886036407936,19,2,6.584826213756239
2,-1.0052796206944743,-0.4159991450006376,19,2,6.487638026640433
3,-1.0007279768994128,-0.41040525154200636,19,2,6.156042794984906
4,-0.9957054683242093,-0.4028673000116236,19,2,5.808044539701184
5,-0.9897702428011281,-0.39341788406355477,19,2,5.581526076035292
6,-0.9830077277807351,-0.38241050551589456,19,2,5.517810615140312
7,-0.9758921514412563,-0.37045022137692946,19,2,5.575577667000851
8,-0.969064047641223,-0.35829306979629505,19,2,5.6875334734334295
9,-0.9631288800625664,-0.3467556050435321,19,2,5.809141158565985
10,-0.9585400537441614,-0.33662587726606413,19,2,5.927137892745389
11,-0.9555917303389989,-0.3285718664932441,19,2,6.047039423960296
12,-0.9545043267938358,-0.32306230249064927,19,2,6.172919296735059
13,-0.9555377523971857,-0.32031353464919887,19,2,6.281560756321654
14,-0.9590376103638723,-0.320265576366876,19,2,6.308834728757063
15,-0.9653316639639655,-0.32260534981329625,19,2,6.172092070592795
16,-0.9744932458843192,-0.3268597076503196,19,2,5.842426126222804
17,-0.9861486152434633,-0.3325398443515753,19,2,5.429125986225016
18,-0.9995613488355022,-0.33927566772929485,19,2,5.1662204568719075
19,-1.0139943733908923,-0.34688132692152246,19,2,5.261789566505524
20,-1.0290562412176332,-0.35531900417494783,19,2,5.701373184477846
21,-1.044692150668576,-0.3645530571553061,19,2,6.172151935642075
22,-1.0607655201618762,-0.3743459708165044,19,2,6.311202119359127
23,-1.0766842377054116,-0.3841694558566555,19,2,6.059861429160754
24,-1.091566552885247,-0.39338259390880165,19,2,5.63211476420494
25,-1.1047091295402285,-0.40153303484323477,19,2,5.280374943312561
26,-1.1158687295408676,-0.4085195920173659,19,2,5.156103263464588
27,-1.1252638194540605,-0.4145701154495761,19,2,5.262072564922695
28,-1.1334150333998143,-0.4201290889951981,19,2,5.496199332182936
