,x,y,traj_id,active_state,active_energy
0,0.5331056333342321,-0.020834483728364342,4,2,6.368174598742052
1,0.5822248527040851,-0.0016425943510485902,4,2,6.290309216999307
2,0.644108697819806,0.02642166555439998,4,2,6.206378417262795
3,0.7137935342685955,0.06223473593759642,4,2,6.107758911230352
4,0.7855866413775154,0.1036322123763661,4,2,5.964539943140422
5,0.8537365819636746,0.14702396865084294,4,2,5.78584821193945
6,0.9132737907603039,0.18701514832873425,4,2,5.650686535317341
7,0.9606906896673004,0.21658105264407268,4,2,5.6183947832590855
8,0.9941343903416602,0.22854800053131402,4,2,5.632737904949328
9,1.0131880317349184,0.21830803602443385,4,2,5.597161738570502
10,1.0186260487813086,0.1859240042839228,4,2,5.522044706839397
11,1.0123570830347377,0.13568699938345088,4,2,5.505878422270636
12,0.9973900970955103,0.07380487007881453,4,2,5.615189281959358
13,0.9775830324621291,0.006288536714717831,4,2,5.843653359741565
14,0.9571577128449857,-0.06207830349087258,4,2,6.139177177788604
15,0.9401249319928046,-0.12791982607976504,4,2,6.434243844547556
16,0.9297751411739459,-0.18898045439224403,4,2,6.669483557504922
17,0.9283394514236047,-0.243628354733754,4,2,6.808887489243825
18,0.9368612581917153,-0.2903790315618312,4,2,6.838066258714737
19,0.9552369998965262,-0.32765454782513204,4,2,6.7510279186693545
20,0.9823196622653025,-0.35386467385619125,4,2,6.543949269337395
21,1.0159810101239546,-0.36771284740015936,4,2,6.227674048138349
22,1.0531176385401737,-0.36853942449568444,4,2,5.848994954862397
23,1.0896879062756883,-0.3565994826318673,4,2,5.499440208285003
24,1.1209214041137943,-0.33331340897396133,4,2,5.290301657013545
25,1.1418008784652176,-0.3015784722143034,4,2,5.287692085073576
26,1.1477881427332333,-0.2660927364139882,4,2,5.445319482179954
27,1.135571884298847,-0.2334040654868894,4,2,5.613581089032568
28,1.103508635526394,-0.21118175723059804,4,2,5.638022356158569
29,1.0515992052195557,-0.20625797031037468,4,2,5.504517852958678
30,0.9810246791642224,-0.22252436668730008,4,2,5.185189514223116
31,0.8939181124057511,-0.2587720416574817,4,2,4.842421287374733
32,0.7933126856574584,-0.3098017669414699,4,2,4.640828453510654
33,0.6831688206519939,-0.36877094914465,4,2,4.678627790144494
34,0.5682461354697717,-0.4292618610278866,4,2,4.960243868681674
35,0.45374847877194185,-0.48628781339204724,4,2,5.41907410014545
36,0.3448438067043286,-0.5364513252516648,4,2,5.952156041259585
37,0.24619376963719375,-0.5776707465737898,4,2,6.452233291994835
38,0.16157583649827845,-0.6087846202536651,4,2,6.832558674139152
39,0.09361807177290168,-0.6292407670845417,4,2,7.040407405701785
40,0.04363294122969455,-0.6389621100725299,4,2,7.059512519985427
41,0.011539543912741757,-0.638337157688094,4,2,6.905760024279355
42,-0.00413530504831211,-0.6281972366121804,4,2,6.61991257518078
43,-0.006208482352990929,-0.6097219525090282,4,2,6.267492469632422
44,0.0012255933994866908,-0.5843783206062229,4,2,5.9458321150955875
45,0.012944849847450965,-0.5540619427893017,4,2,5.769194843557187
46,0.022997962853698553,-0.5214904688943246,4,2,5.809160206535999
47,0.02550540189395585,-0.4906956974510523,4,2,6.024524722980598
48,0.015779467489033625,-0.46733599485632166,4,2,6.254373860323251
49,-0.008696120973749985,-0.458470121554051,4,2,6.312660649661942
50,-0.047962743762709426,-0.4713669996633875,4,2,6.10720379894986
